hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
Lime Stays B&B GK-2 at Greater Kailash Metro South Delhi nearby Saket Select City,New Delhi,"22,956","35,868",Good,7.0,351,Deluxe King Room,1 extra-large double bed,Breakfast included,Free parking,Metro access,No prepayment needed – pay at the property,10.8 km from centre,"1,148"
Konnect Inn PØD Hotel-Near IGI Airport & Opposite NDLS,"Chandni Chowk, New Delhi (Chandni Chowk)","17,157","24,510",Very good,8.2,52,Japanese-Style Quadruple Room,2 double beds,,,Metro access,,0.9 km from centre,858
All Time Residency Luxe Collection,"Paharganj, New Delhi (Chandni Chowk)","28,997","57,994",Fabulous,8.7,125,Studio Luxe With City View,Entire studio • 1 bathroom • 18 m²1 extra-large double bed,,Free parking,Metro access,,1.4 km from centre,"1,450"
South INN near AIIMS Hospital Green Park South Delhi,"Safdarjung Enclave, New Delhi","26,950","77,000",Fabulous,8.8,25,Small Double Room,1 double bed,,,No Metro,No prepayment needed – pay at the property,7.9 km from centre,"1,348"
Hotel O Subash Nagar Metro Station,"West Delhi, New Delhi","8,870","14,079",Good,7.0,42,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,12.1 km from centre,449
The Super Residency - Near Nizamuddin Markaz & Auliya Dargha,New Delhi,"13,400","13,400",Review score,4.8,19,Triple Room,"3 beds (1 single, 2 doubles)",,Free parking,No Metro,No prepayment needed – pay at the property,5.6 km from centre,670
Hotel City Lite,New Delhi,"11,339","37,796",Review score,6.3,72,Superior King Room,1 extra-large double bed • Free cot always available,Breakfast included,,No Metro,Free cancellation,14.8 km from centre,567
Great Diplomat Hotel,"Paharganj, New Delhi (Chandni Chowk)","5,557","5,557",Review score,4.7,29,Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1.6 km from centre,278
"The PratiQ , Signature Boutique Hotel - Meera Bagh","Pashim Vihar, New Delhi","20,158","36,650",Superb,9.0,1,Superior King Room,1 extra-large double bed,,Free parking,No Metro,Free cancellation,13.1 km from centre,"1,008"
The Gold Regency - 02 Mins from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","32,364","47,594",Very good,8.5,208,Family Room,"2 beds (1 single, 1 double)",,Hot tub/Jacuzzi,No Metro,,0.9 km from centre,"1,618"
Hotel City Height - 2 Min from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","23,399","38,998",Very good,8.2,19,Deluxe Triple Room,"2 beds (1 double, 1 sofa bed)",,,No Metro,Free cancellation,1.1 km from centre,"1,170"
The Claridges New Delhi,New Delhi,"177,660","177,660",Fabulous,8.6,635,Luxury King Bed Room,Private suite1 extra-large double bed,,Swimming pool,No Metro,,3.9 km from centre,"31,979"
Majesta stays pitampura,New Delhi,"21,244","47,210",Review score,4.8,6,Deluxe Double Room,1 large double bed,,Free parking,No Metro,Free cancellation,10.2 km from centre,"1,062"
asar CP Outer Circle by Orion Hotels,"Connaught Place, New Delhi","72,142","110,988",Good,7.6,40,Superior Double or Twin Room,1 extra-large double bed,,,Metro access,,,"12,986"
Collection O IP Extension,"Patparganj, New Delhi","13,908","22,076",Fabulous,8.8,63,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,8.5 km from centre,701
Hotel O J P Inn Near Patel Nagar Metro Station,"West Delhi, New Delhi","14,787","23,471",Review score,5.2,48,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,5.3 km from centre,"1,160"
Skon Boutique by Orion Hotels,New Delhi,"57,322","88,188",Good,7.9,288,Superior Double or Twin Room,1 large double bed,,,No Metro,,7.9 km from centre,"10,318"
Park Inn by Radisson New Delhi IP Extension,"Patparganj, New Delhi","103,200","103,200",Good,7.2,404,Junior Suite,Private suite1 double bed,,Free parking,Metro access,,9 km from centre,"18,576"
Mayda Inn- A Boutique Hotel,"Mahipalpur, New Delhi","11,338","32,395",Good,7.7,584,Classic Triple Room,3 single beds,,Free parking,No Metro,Free cancellation,13 km from centre,567
Hotel Glitz - Walk in from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","15,222","22,720",Very good,8.2,739,Classic Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1 km from centre,761
Hotel Nizamuddin Fab,New Delhi,"7,782","7,782",Review score,5.6,25,Deluxe Double Room with Balcony,Multiple bed types,,Free parking,No Metro,Free cancellation,6.3 km from centre,389
Best Western Maharani Bagh New Delhi,"New Friends Colony, New Delhi","58,694","58,694",Very good,8.2,284,Premium Queen Room - Non-Smoking,1 large double bed,Breakfast included,Free parking,No Metro,,7.7 km from centre,"10,565"
The Lodhi – A member of The Leading Hotels Of The World,New Delhi,"5,382,000","5,382,000",Superb,9.0,383,"Sultan Suite with  Happy Hours at Safari Lounge 5 to 7 pm, Buy 01 drink and get another drink complimentary (spirits), 1200 spa credit per booking",Private suite • 2 bedrooms • 1 living room • 2 bathrooms • 409 m²2 large double beds,,Swimming pool,No Metro,,5 km from centre,"968,760"
Hotel Royal Rosette Near New Delhi Railway Station - Connaught Place and VFS,"Paharganj, New Delhi (Chandni Chowk)","13,174","32,935",Good,7.8,493,Executive Triple Room,"2 beds (1 single, 1 double)",,,No Metro,,0.9 km from centre,659
Hotel Stay Residency Near Delhi Airport With Free Oe Way Airport Transfar,"Mahipalpur, New Delhi","17,217","28,696",Good,7.2,29,Family Room,2 extra-large double beds,,Free parking,No Metro,Free cancellation,13.7 km from centre,861
The Shanti Plaza - Traveler's choice awarded 2025,"Paharganj, New Delhi (Chandni Chowk)","33,040","47,200",Very good,8.2,745,Executive Triple Room With Airport up,"2 beds (1 single, 1 large double)",,Free parking,No Metro,Free cancellation,1.3 km from centre,"1,652"
Hotel Glow Inn Paharganj-3 Mins Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","13,700","27,400",Good,7.7,583,Deluxe Quadruple Room,2 double beds,,,No Metro,,1.1 km from centre,685
"Hotel City Empire New Delhi Railway Station, Connaught Place - Free Airport Pickup","Paharganj, New Delhi (Chandni Chowk)","27,000","54,000",Very good,8.0,344,Superior Triple Room,"2 beds (1 single, 1 large double)",,Airport shuttle (free),No Metro,Free cancellation,1.2 km from centre,"1,350"
Super Townhouse Patparganj Near Max Super Speciality Hospital,"Patparganj, New Delhi","14,863","23,592",Very good,8.4,75,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,8.5 km from centre,751
IVA Premium Aerocity - Free Airport Pickup or Drop,"Aerocity, New Delhi (Aerocity)","84,692","84,692",Good,7.3,223,Deluxe Double Room,1 extra-large double bed,,Airport shuttle (free),Metro access,Free cancellation,13.8 km from centre,"15,244"
Super Hotel O Ramesh Nagar Metro Station Formerly Rosewood,"West Delhi, New Delhi","7,960","12,635",Review score,5.3,3,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,9.1 km from centre,704
Roseate House New Delhi,"Aerocity, New Delhi (Aerocity)","112,200","112,200",Very good,8.5,"1,136",Deluxe Room,Multiple bed types,,Swimming pool,Metro access,,13.6 km from centre,"20,196"
Townhouse Roadway Inn,"Dwarka, New Delhi","9,516","15,105",Review score,5.6,21,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,16 km from centre,705
Hotel Ambica Palace AIIMS New Delhi - Couple Friendly Local ID Accepted,"Safdarjung Enclave, New Delhi","23,500","47,000",Review score,6.4,170,Deluxe Room,1 large double bed,,,No Metro,Free cancellation,7.7 km from centre,"1,175"
Hotel Prem Deluxe 2 Min Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","32,759","163,796",Review score,5.7,59,Family Room with Bathroom,2 extra-large double beds,,,No Metro,Free cancellation,1 km from centre,"1,638"
Hotel Karlo Kastle - Paharganj - New Delhi,"Paharganj, New Delhi (Chandni Chowk)","12,525","20,875",Very good,8.2,103,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,,1.3 km from centre,626
Hotel Yes Boss International- Awarded Best Hotel 2025 in Budget Category,"Paharganj, New Delhi (Chandni Chowk)","14,851","21,216",Very good,8.0,"1,345",Superior Triple Room,"2 beds (1 single, 1 extra-large double)",Breakfast included,,No Metro,Free cancellation,1.1 km from centre,743
Hotel Velvet Crown Airport Stay WIth- Free Airport Pickup Delhi Airport,New Delhi,"36,070","59,132",Very good,8.5,95,Family Suite,2 extra-large double beds,Breakfast included,Free parking,No Metro,Free cancellation,14.7 km from centre,"1,804"
Amara Inn- Near IGI Delhi Airport,"Mahipalpur, New Delhi","10,949","28,075",Good,7.4,69,Comfort Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,13.1 km from centre,547
Super Collection O Hamilton Hotel,"South Delhi, New Delhi","16,258","25,807",Review score,4.8,70,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,10.4 km from centre,"1,234"
Hotel Almati Inn Near Delhi Airport - With Free Airport Pickup,New Delhi,"37,800","37,800",Very good,8.4,597,Deluxe Room (2 Adults + 1 Child),1 double bed,,Free parking,No Metro,,15.2 km from centre,"1,890"
Hotel Aura Near Connaught Place,"Paharganj, New Delhi (Chandni Chowk)","21,904","52,152",Good,7.8,317,Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,,1.4 km from centre,"1,095"
Hotel Mayda Prime Near Delhi Airport,"Mahipalpur, New Delhi","15,250","66,306",Good,7.3,366,Superior Double Room,1 extra-large double bed,,Free parking,No Metro,Free cancellation,13.1 km from centre,763
Hotel Worth - 1 Minute from Connaught Place & New Delhi Station,"Paharganj, New Delhi (Chandni Chowk)","183,795","282,762",Very good,8.3,588,Executive Triple Room,"2 beds (1 single, 1 double)",Breakfast included,,Metro access,Free cancellation,1.3 km from centre,"33,083"
Hotel Cottage Yes Please New Delhi,"Paharganj, New Delhi (Chandni Chowk)","48,015","87,300",Very good,8.1,314,Superior family room- complimentary Fruit Basket,2 extra-large double beds,Breakfast included,Airport shuttle (free),Metro access,Free cancellation,1.4 km from centre,"8,643"
R Comfort Stay,"Central Delhi, New Delhi","8,505","11,340",Fabulous,8.7,9,Family Suite,"2 beds (1 single, 1 large double)",,Free parking,No Metro,,1.8 km from centre,425
Hotel East End Delhi Airport With Free Airport Drop,"Aerocity, New Delhi (Aerocity)","20,157","33,596",Very good,8.4,27,Executive Triple Room,"2 beds (1 single, 1 large double)",,Free parking,Metro access,Free cancellation,13.7 km from centre,"1,008"
Hotel Satyam Near Ramakrishna Ashram metro,"Paharganj, New Delhi (Chandni Chowk)","8,259","25,810",,0.0,0,Deluxe Triple Room,"2 beds (1 single, 1 extra-large double)",,,Metro access,Free cancellation,1.3 km from centre,413
Just Renovated - Hotel Krishna Palace With Parking & Only 2 Mins Walk from Metro,"Paharganj, New Delhi (Chandni Chowk)","16,160","20,200",Very good,8.2,471,Superior Double Room,1 extra-large double bed,,Free parking,Metro access,Free cancellation,1.3 km from centre,808
HOTEL AR RESIDENCY,"West Delhi, New Delhi","7,399","11,744",Review score,3.4,6,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,14.9 km from centre,650
Hotel Ginger Palace Delhi Airport With Free Airport Pic Or Drop,New Delhi,"22,677","37,796",Good,7.4,25,Family Room,2 extra-large double beds,,Free parking,No Metro,Free cancellation,14.3 km from centre,"1,134"
"Lemon Tree Premier, Delhi Airport","Aerocity, New Delhi (Aerocity)","80,573","120,258",Very good,8.0,"1,084",Double Room,1 large double bed,,Swimming pool,Metro access,,13.6 km from centre,"24,021"
Hotel Global Inn by Quality Inn,"Mahipalpur, New Delhi","15,012","25,020",Good,7.9,118,Family Room,"2 beds (1 extra-large double, 1 bunk bed)",,Free parking,No Metro,Free cancellation,13.6 km from centre,751
Empire Suites - Luxury Collection Hotel,"Paharganj, New Delhi (Chandni Chowk)","22,915","76,383",Very good,8.1,181,Premium King Room,1 double bed,,Free parking,No Metro,Free cancellation,1.3 km from centre,"1,146"
Hotel Stay Vista Near Delhi Airport With One Way Airport Transfar,New Delhi,"24,846","24,846",Good,7.0,81,Family Room,2 large double beds,,Free parking,No Metro,Free cancellation,13.8 km from centre,"1,242"
Hotel D'Capitol - Delhi Airport,New Delhi,"15,297","30,595",Good,7.3,"2,108",Superior Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,14.8 km from centre,765
Hotel Picasso Paschim Vihar Delhi - Couple Friendly Local IDs Accepted,"Pashim Vihar, New Delhi","30,735","30,735",Good,7.2,87,Economy Double Room,1 double bed,,Airport shuttle (free),No Metro,Free cancellation,13.1 km from centre,"1,537"
Hotel Pinky Villa - Heritage Boutique Suites- New Delhi,"Paharganj, New Delhi (Chandni Chowk)","41,395","41,395",Very good,8.3,691,Heritage Boutique Room,1 double bed,,Free parking,Metro access,No prepayment needed – pay at the property,1.3 km from centre,"2,070"
Hotel Star Palace,"Paharganj, New Delhi (Chandni Chowk)","13,498","14,998",Exceptional,9.8,4,Twin Room,"2 beds (1 single, 1 double)",,,No Metro,No prepayment needed – pay at the property,1 km from centre,675
Hotel Atlantis Continental,"Paharganj, New Delhi (Chandni Chowk)","18,938","27,054",Very good,8.2,547,Deluxe Triple Room,Multiple bed types,,Free parking,No Metro,Free cancellation,1.5 km from centre,947
The Grand Uddhav,"Paharganj, New Delhi (Chandni Chowk)","32,201","53,669",Very good,8.5,"1,507",Deluxe Triple Room,2 single beds,,Free parking,Metro access,,1.1 km from centre,"1,610"
Hotel Neu Villa I Top Location Near Connaught Place and New Delhi Railway Stn,"Paharganj, New Delhi (Chandni Chowk)","23,615","59,038",Very good,8.5,212,Executive Triple Room,"2 beds (1 single, 1 double)",,Free parking,Metro access,Free cancellation,1.4 km from centre,"1,181"
Hotel Picasso Residency Naraina Delhi - Couple Friendly Local IDs Accepted,New Delhi,"15,498","20,664",Review score,6.9,47,Deluxe Room,1 large double bed,Breakfast included,Free parking,No Metro,Free cancellation,8.2 km from centre,775
BLESS INN - Near Connaught Place,"Paharganj, New Delhi (Chandni Chowk)","43,200","54,000",Very good,8.2,"1,486",Triple Suite Room,"2 beds (1 single, 1 extra-large double)",,Free parking,Metro access,Free cancellation,1.4 km from centre,"2,160"
Family Hotel Near Hazrat Nizamuddin Railway Station,New Delhi,"11,756","16,794",,0.0,0,Classic Triple Room,"2 beds (1 single, 1 double)",,Free parking,Metro access,Free cancellation,6 km from centre,588
Hotel Star Villa - Front of NDLS Station & 1 Minute from Connaught Place & City Centre,"Paharganj, New Delhi (Chandni Chowk)","37,516","46,894",Very good,8.0,926,Triple Elegance Room,"2 beds (1 single, 1 double)",,Airport shuttle (free),Metro access,Free cancellation,0.9 km from centre,"1,876"
"Hotel Vivanta Residency , Delhi Airport With Free One Way Airport Transfar","Mahipalpur, New Delhi","18,897","31,496",Review score,6.5,26,Triple Room,"2 beds (1 single, 1 large double)",,,No Metro,Free cancellation,13 km from centre,945
Airport Hotel Devrana,New Delhi,"11,875","13,495",Good,7.8,166,Classic Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,15.3 km from centre,594
"Hotel Grand Plaza-City Centre, 2 Minutes-Walking-From New Delhi Station BY M S HOSPITALITY","Paharganj, New Delhi (Chandni Chowk)","33,838","84,595",Superb,9.0,33,Executive Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,1.2 km from centre,"1,692"
Hotel Armani Suites-Near Aerocity,"Aerocity, New Delhi (Aerocity)","62,396","95,994",Fabulous,8.6,492,Suite with Private Pool,"Private suite • 1 bedroom • 1 living room • 1 bathroom3 beds (1 sofa bed, 2 large doubles)",,Airport shuttle (free),No Metro,Free cancellation,13.3 km from centre,"11,231"
Hotel Amar International,"Paharganj, New Delhi (Chandni Chowk)","10,076","16,794",Good,7.4,297,Family Room,"2 beds (1 double, 1 sofa bed)",,,No Metro,Free cancellation,1.6 km from centre,504
Embassy Suites,"Chanakyapuri, New Delhi","30,000","30,000",Review score,4.6,70,Deluxe King Room,"2 beds (1 extra-large double, 1 futon)",,Free parking,No Metro,Free cancellation,4.8 km from centre,"1,500"
Collection O Sector 7 Rohini Formerly Giriraj Residency,"Rohini, New Delhi","10,510","16,682",Good,7.3,19,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.3 km from centre,831
Hotel Guru Preet - Near to New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","25,200","36,000",Good,7.5,71,Deluxe Twin Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1 km from centre,"1,260"
Hotel Yash Palace Near IGI Airport,"Mahipalpur, New Delhi","21,600","54,000",Good,7.0,97,Standard Double Room,1 double bed,,Free parking,Metro access,,13.6 km from centre,"1,080"
Cottage Ganga Inn,"Paharganj, New Delhi (Chandni Chowk)","12,936","12,936",Good,7.3,284,Deluxe Family Room,2 large double beds,,Free parking,Metro access,No prepayment needed – pay at the property,1.2 km from centre,647
Hotel Chanchal Deluxe - New Delhi Train Station,"Paharganj, New Delhi (Chandni Chowk)","22,961","30,614",Good,7.8,572,Family Room,2 double beds,,Free parking,No Metro,Free cancellation,1.3 km from centre,"2,222"
Hotel De Hocks Deluxe - New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","16,097","45,990",Good,7.9,302,Classic Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,1.7 km from centre,805
Hotel Citi Continental,"Karol bagh, New Delhi","40,820","62,800",Very good,8.1,34,Family Room,"2 beds (1 single, 1 large double)",,Free parking,Metro access,Free cancellation,3.7 km from centre,"2,041"
Hotel Star Paradise,"Paharganj, New Delhi (Chandni Chowk)","7,082","8,235",Good,7.2,139,Basic Triple Room,"2 beds (1 single, 1 large double)",,,No Metro,Free cancellation,1 km from centre,354
Hotel Siddharth A Boutique Guest House,"Paharganj, New Delhi (Chandni Chowk)","8,547","10,684",Good,7.2,433,Family Room - Non-View,1 large double bed,,,No Metro,Free cancellation,1.1 km from centre,427
IVA Premium by UV Hotels - Free Airport Pickup or Drop,"Aerocity, New Delhi (Aerocity)","84,696","84,696",Good,7.6,122,Deluxe Double Room,1 extra-large double bed,,Free parking,Metro access,Free cancellation,13.8 km from centre,"15,245"
Hotel Shanti Villa- New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","18,998","47,494",Very good,8.2,120,Family Room,1 large double bed,,,Metro access,Free cancellation,1.3 km from centre,950
