hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
FeelFree Homestay Newashoknagar Mayurvihar phase 1 Delhi,"East Delhi, New Delhi","17,000","17,000",,0.0,0,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 70 m²2 beds (1 double, 1 large double)",,,No Metro,No prepayment needed – pay at the property,9.3 km from centre,850
Sky Bloom 2BHK Luxury Homestay,"Safdarjung Enclave, New Delhi","54,000","54,000",,0.0,0,Deluxe Double Room (2 Adults + 1 Child),2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,8.5 km from centre,"9,720"
VacationBuddy 3 BR Home Paschim Vihar Jwala Heri,"Pashim Vihar, New Delhi","36,000","36,000",,0.0,0,Three-Bedroom Apartment,Entire apartment • 1 bedroom • 2 bathrooms • 1 kitchen • 125 m²1 double bed,,,No Metro,,11.9 km from centre,"1,800"
Hotel JMD - Managed by Kian,New Delhi,"36,642","38,570",Very good,8.4,9,Superior King Room,1 extra-large double bed,,Airport shuttle (free),Metro access,Free cancellation,14.1 km from centre,"1,832"
"Jet Fox by Aero View Hotel, Delhi Airport","Mahipalpur, New Delhi","21,595","21,595",Review score,6.7,15,Superior Family Room,"2 beds (1 single, 1 extra-large double)",,Free parking,No Metro,Free cancellation,14.5 km from centre,"1,080"
"Posh Sdelhi Foreigners Area, Vsafe, Lajpat Ngr-2",New Delhi,"12,028","12,028",,0.0,0,Apartment,"Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 11 m²2 beds (1 sofa bed, 1 large double)",,Free parking,No Metro,,7.4 km from centre,Includes
Aries Plaza,"Mahipalpur, New Delhi","20,664","20,664",,0.0,0,Triple Room with Private Bathroom,"2 beds (1 single, 1 large double)",,Free parking,No Metro,Free cancellation,13.2 km from centre,"1,033"
Hotel Sky View,"Mahipalpur, New Delhi","13,231","27,224",Exceptional,10.0,1,Superior Triple Room,"2 beds (1 extra-large double, 1 futon)",,Free parking,No Metro,,13.7 km from centre,662
Hotel O VIVAAN RESIDENCY,"East Delhi, New Delhi","8,280","12,739",Review score,3.0,2,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,5.9 km from centre,720
The Vanson Delite,"Paharganj, New Delhi (Chandni Chowk)","72,000","72,000",,0.0,0,Luxury Triple Room,"2 beds (1 single, 1 extra-large double)",,,No Metro,Free cancellation,1.2 km from centre,"12,960"
"Evara Stylish and Luxury Apartments in HKV, 900SQFT Spacious","Hauz Khas, New Delhi","40,800","51,000",Review score,6.7,3,One-Bedroom Premium Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 74 m²3 beds (1 single, 1 sofa bed, 1 large double)",,,No Metro,No prepayment needed – pay at the property,9.5 km from centre,"2,040"
Urban Haven Private Suite Floor CR Park GK2,New Delhi,"39,000","39,000",,0.0,0,Two-Bedroom Apartment,"Entire apartment • 2 bedrooms • 2 bathrooms • 1,000 m²4 beds (1 single, 2 extra-large doubles, 1 large double)",,Free parking,No Metro,No prepayment needed – pay at the property,10.7 km from centre,"1,950"
Sunrise B&B,New Delhi,"22,338","22,338",Review score,4.4,5,Deluxe Double Room with Balcony,1 double bed,,Hot tub/Jacuzzi,Metro access,,7.8 km from centre,"1,117"
Metropolitan Inn IGI Airport New Delhi,New Delhi,"13,959","17,896",,0.0,0,Quadruple Room,"2 beds (1 single, 1 extra-large double)",,,No Metro,Free cancellation,14.7 km from centre,698
Hotel O M S Lakra Residency,"Rohini, New Delhi","15,298","15,298",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,16.9 km from centre,"1,071"
"Fortune Home Service Apartment 2BHK, E-30","Saket, New Delhi","48,000","48,000",Exceptional,10.0,1,Two-Bedroom Apartment with Balcony,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 41 m²2 extra-large double beds • Cot always available,,Free parking,Metro access,,12.7 km from centre,"12,240"
Yalgaar Retreat,"Mahipalpur, New Delhi","4,675","4,675",,0.0,0,Deluxe Double Room,1 extra-large double bed,,Free parking,No Metro,No prepayment needed – pay at the property,14 km from centre,234
Hotel near Delhi airport,"Mahipalpur, New Delhi","47,994","47,994",,0.0,0,Deluxe King Room,1 large double bed,,,No Metro,Free cancellation,13.1 km from centre,"8,639"
Collection O DTU Main Gate Delhi,"Rohini, New Delhi","7,398","11,743",Review score,1.0,2,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,16.5 km from centre,375
"Hotel Park Pride Pitampura New Delhi, Couple Friendly",New Delhi,"24,300","24,300",Review score,1.9,8,Double Room,1 extra-large double bed,,Free parking,No Metro,Free cancellation,10.1 km from centre,"1,215"
OYO 80017 Pk Plaza,"Paharganj, New Delhi (Chandni Chowk)","7,945","7,945",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,1.4 km from centre,703
Pari Residency hotel,"West Delhi, New Delhi","15,000","15,000",,0.0,0,Deluxe Double Room (1 adult + 1 child),"16 beds (8 doubles, 8 large doubles)",,Free parking,No Metro,Free cancellation,9 km from centre,750
DA Raj Palace IGI,"Mahipalpur, New Delhi","8,635","10,794",,0.0,0,Family Suite,"2 beds (1 single, 1 double)",,Free parking,No Metro,No prepayment needed – pay at the property,14.1 km from centre,432
Saffron Inn-Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","12,338","30,093",,0.0,0,Standard Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1.1 km from centre,617
Hostmystay-3BHK in GK3 ! Mblck,New Delhi,"42,200","42,200",,0.0,0,Three-Bedroom Apartment,Entire apartment • 3 bedrooms • 3 bathrooms • 1 kitchen • 139 m²3 double beds,,,Metro access,No prepayment needed – pay at the property,10.8 km from centre,"2,110"
Hotel The Indian Caste Near IGI Delhi,"Mahipalpur, New Delhi","17,276","21,595",,0.0,0,Deluxe King Room,1 large double bed,Breakfast included,Free parking,No Metro,No prepayment needed – pay at the property,13.1 km from centre,864
Hotel inn near Delhi airport,"Mahipalpur, New Delhi","47,994","47,994",,0.0,0,Deluxe King Room,1 large double bed,,,No Metro,Free cancellation,13.1 km from centre,"8,639"
Kimjin house,"Malviya Nagar, New Delhi","18,900","18,900",,0.0,0,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 1 bathroom2 beds (1 double, 1 sofa bed)",,,No Metro,No prepayment needed – pay at the property,11.2 km from centre,945
hotel,"Mahipalpur, New Delhi","47,994","47,994",Review score,1.0,1,Deluxe King Room,1 large double bed,,,No Metro,Free cancellation,13.4 km from centre,"8,639"
Townhouse South Lawn,New Delhi,"6,435","10,215",Review score,3.2,19,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,12.5 km from centre,704
Hotel O Stay Heaven,"Chattarpur, New Delhi","8,095","12,849",Review score,4.9,44,Classic Triple Room,1 extra-large double bed,,,No Metro,Free cancellation,15 km from centre,940
"BnBBuddy Athulyam 3 BHK Homestay, Shalimar Bagh",New Delhi,"51,300","51,300",Review score,4.0,2,Three-Bedroom Apartment,Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 167 m²3 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,10.6 km from centre,"9,234"
Luxury Stay,"South West, New Delhi","15,000","15,000",Exceptional,10.0,1,Two-Bedroom Apartment,"Entire apartment • 2 bedrooms • 1 living room • 1 bathroom3 beds (1 double, 1 sofa bed, 1 futon)",,,No Metro,No prepayment needed – pay at the property,15.6 km from centre,750
Hotel O Happy Hours,"Malviya Nagar, New Delhi","5,124","8,134",Review score,4.6,7,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,10.9 km from centre,486
hotel Residency near Delhi airport,New Delhi,"47,994","47,994",,0.0,0,Deluxe King Room,1 large double bed,,,No Metro,Free cancellation,14.4 km from centre,"8,639"
Hotel Mahajan International,"Mahipalpur, New Delhi","36,000","36,000",,0.0,0,Deluxe Triple Room,1 double bed,,Free parking,No Metro,Free cancellation,13.6 km from centre,"1,800"
Hotel O R S Residency,"Dwarka, New Delhi","5,176","8,216",Review score,1.0,2,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,18.6 km from centre,488
Hotel Gauranga Inn - New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","13,668","22,780",Review score,5.4,5,Deluxe Room,1 double bed,,Free parking,No Metro,,1 km from centre,683
Hotel The Best Delhi International Airport,"Mahipalpur, New Delhi","14,850","16,500",Review score,1.0,2,Comfort Triple Room,"2 beds (1 single, 1 extra-large double)",,Free parking,No Metro,Free cancellation,12.9 km from centre,743
"Fortune Home Service Apartment 3Bhk,B-57 Sarita Vihar",New Delhi,"43,200","48,000",Exceptional,10.0,1,Three-Bedroom Apartment,Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 46 m²3 double beds,,Free parking,No Metro,,13 km from centre,"9,960"
VacationBuddy Charming 4BHK Retreat in Janakpuri,"Janakpuri, New Delhi (Hari Nagar)","64,800","64,800",,0.0,0,Apartment,Entire apartment • 1 bedroom • 4 bathrooms • 1 kitchen • 279 m²1 extra-large double bed,,Free parking,No Metro,,11.9 km from centre,"11,664"
Fiaa- GARNET 3BHK,"Dariyaganj, New Delhi (Chandni Chowk)","57,600","57,600",Review score,1.0,1,Apartment,"Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 148 m²5 beds (1 double, 1 extra-large double, 2 sofa beds, 1 large double)",,Free parking,No Metro,No prepayment needed – pay at the property,2.7 km from centre,"10,368"
The Nirvana Delhi Airport,"Aerocity, New Delhi (Aerocity)","37,283","67,788",Review score,5.5,42,Executive Triple Room,1 single bed,,Free parking,Metro access,Free cancellation,13.7 km from centre,"1,864"
Hotel O Milan Guest House,New Delhi,"7,750","12,302",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,9.3 km from centre,694
Lotus Temple 2BHK Penthouse 2700 sq ft,New Delhi,"76,500","76,500",Exceptional,10.0,3,Family Two-Bedroom Apartment with View,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 21 m²2 extra-large double beds,,Free parking,No Metro,Free cancellation,8.8 km from centre,"13,770"
"Hotel Mahajan International, Delhi Airport","Mahipalpur, New Delhi","35,994","35,994",Review score,4.6,46,Deluxe Double Room,1 extra-large double bed,Breakfast included,Free parking,No Metro,No prepayment needed – pay at the property,13.6 km from centre,"1,800"
Red Crown Hotel,"Mahipalpur, New Delhi","16,194","16,194",Review score,5.0,15,Family Room,"2 beds (1 single, 1 extra-large double)",,Free parking,No Metro,,13.4 km from centre,810
StayVista at The Cityscape With Outdoor Pool,"Dwarka, New Delhi","208,223","277,631",Superb,9.0,2,Villa,Entire villa • 4 bedrooms • 1 living room • 4 bathrooms • 139 m²4 extra-large double beds,,Swimming pool,No Metro,,20.8 km from centre,"37,480"
"Divine India Service Apartment,2Bhk, D-198,SAKET","Saket, New Delhi","29,695","29,695",Review score,6.8,6,Two-Bedroom Apartment,Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 200 m²3 double beds,,Free parking,No Metro,,12.5 km from centre,"4,479"
VacationBuddy Opulent Homestay 2 BHK Pitampura NSP,New Delhi,"31,590","31,590",Exceptional 9.8,0.0,external,Two-Bedroom Apartment,Entire apartment • 2 bedrooms • 2 bathrooms • 167 m²2 double beds,,Free parking,No Metro,,11 km from centre,"1,580"
"Divine India Service Apartment, 2 BHK, E- 30","Saket, New Delhi","41,994","41,994",,0.0,0,Two-Bedroom Apartment,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 41 m²3 beds (2 extra-large doubles, 1 sofa bed)",,Free parking,Metro access,No prepayment needed – pay at the property,12.7 km from centre,"6,894"
Hotel O by OYO Sukun Villa,"Rohini, New Delhi","8,977","14,250",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,16.9 km from centre,653
"Posh, Nice Foreigner Area Lajpat Ngar Luxury Room",New Delhi,"17,929","17,929",,0.0,0,Apartment,"Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 23 m²3 beds (1 single, 1 double, 1 sofa bed)",,Free parking,No Metro,,7.5 km from centre,Includes
HOTEL O SHIPRAJ INN,"North Delhi, New Delhi","6,768","10,413",Review score,2.0,1,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,11.4 km from centre,644
Diamond Star Hotel,"Mahipalpur, New Delhi","9,158","11,448",,0.0,0,Deluxe Family Room,"3 beds (1 large double, 2 futons)",,Free parking,No Metro,Free cancellation,13.6 km from centre,458
Divisha Home Stay- Modern Luxury 2BHK Apartment,"Chattarpur, New Delhi","23,995","29,994",,0.0,0,Two-Bedroom Apartment,"Entire apartment • 2 bedrooms • 2 bathrooms • 1 kitchen • 79 m²2 beds (1 double, 1 large double)",,Free parking,No Metro,No prepayment needed – pay at the property,16.2 km from centre,"1,200"
Prestige Apartments,"South Delhi, New Delhi","38,419","48,024",,0.0,0,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 3 bathrooms • 13 m²5 beds (3 extra-large doubles, 2 sofa beds)",,Free parking,No Metro,No prepayment needed – pay at the property,18.4 km from centre,"1,921"
Live on DEL2213,"Rohini, New Delhi","15,192","24,115",Review score,1.7,3,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,17 km from centre,"1,066"
"JEFFYotels Studio Suite 1, Hauz Rani South Delhi","Malviya Nagar, New Delhi","18,900","18,900",Review score,1.0,1,Deluxe Queen Room,1 double bed,,,No Metro,,11.8 km from centre,945
3bhk- New Friends Colony- LIFT- South Delhi,"New Friends Colony, New Delhi","96,000","120,000",,0.0,0,Three-Bedroom Apartment,Entire apartment • 1 bedroom • 3 bathrooms • 1 kitchen • 32 m²1 large double bed,,Free parking,No Metro,No prepayment needed – pay at the property,8.3 km from centre,"17,280"
tick stays,New Delhi,"12,420","12,420",Review score,1.0,1,Double Room,1 double bed,Breakfast included,Hot tub/Jacuzzi,Metro access,No prepayment needed – pay at the property,7.8 km from centre,621
Dim delights,New Delhi,"31,200","39,000",Review score,1.0,1,Double Room,1 single bed,,Free parking,Metro access,No prepayment needed – pay at the property,7.8 km from centre,"1,560"
Townhouse Mundka Metro Station Delhi Formerly Hotel Hazel,"West Delhi, New Delhi","18,620","18,620",,0.0,0,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,18.1 km from centre,"1,237"
Hotel O D.S. Residency,"Rohini, New Delhi","18,627","18,627",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,17.3 km from centre,"1,237"
Ima Retreat,"South Delhi, New Delhi","40,800","40,800",,0.0,0,Three-Bedroom Apartment,Entire apartment • 3 bedrooms • 2 bathrooms • 111 m²3 extra-large double beds,,Free parking,No Metro,No prepayment needed – pay at the property,17 km from centre,"2,040"
Hotel thor ivv,"Mahipalpur, New Delhi","47,994","47,994",,0.0,0,Deluxe King Room,1 large double bed,,Free parking,No Metro,Free cancellation,13.8 km from centre,"8,639"
OYO 11340 Hotel Lakshmi Palace,"Mahipalpur, New Delhi","8,212","12,633",Review score,1.8,5,Classic Triple Room,1 large double bed,,Free parking,No Metro,Free cancellation,13.2 km from centre,589
Hotel O TAVISH INN,"Mahipalpur, New Delhi","10,679","10,679",Review score,4.4,7,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.3 km from centre,878
"Fortune Home Service Apartment 3Bhk , D-198 Saket","Saket, New Delhi","40,225","44,694",Review score,5.2,7,Three-Bedroom Apartment,Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 125 m²3 double beds,,,No Metro,,12.5 km from centre,"6,211"
"Divine India Service Apartment 3Bhk,J-171 Saket","Saket, New Delhi","48,595","53,994",,0.0,0,Three-Bedroom Apartment with Balcony,Entire apartment • 3 bedrooms • 3 bathrooms • 1 kitchen • 350 m²3 extra-large double beds,,Free parking,No Metro,No prepayment needed – pay at the property,12.5 km from centre,"12,941"
Arsh Villa,"Rohini, New Delhi","81,000","81,000",,0.0,0,Double Room with Private Bathroom,"3 beds (1 sofa bed, 1 large double, 1 futon)",,Free parking,No Metro,No prepayment needed – pay at the property,16.9 km from centre,"14,580"
Hotel O Nitin Palace,New Delhi,"19,869","19,869",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,15.3 km from centre,"1,299"
Airport Hotel Viraj Palace,"Mahipalpur, New Delhi","10,800","10,800",,0.0,0,Superior King Room,1 double bed,,Free parking,No Metro,No prepayment needed – pay at the property,13.8 km from centre,540
Hotel O Double RR,"Paharganj, New Delhi (Chandni Chowk)","7,259","11,522",Review score,2.5,4,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,1.1 km from centre,707
Hotel O by OYO R G Hotel,New Delhi,"10,174","16,149",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,15.8 km from centre,815
Hotel O by OYO NAMAN INN,"North Delhi, New Delhi","7,990","12,682",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,16.9 km from centre,705
1Room with kitchen washroom and balcony avl for rent,"North Delhi, New Delhi","28,800","36,000",,0.0,0,One-Bedroom Apartment,Entire apartment • 1 bedroom • 1 bathroom • 32 m²2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,12.3 km from centre,"1,440"
Hotel O The Majestic Residency,"Dwarka, New Delhi","18,627","18,627",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,19.1 km from centre,"1,237"
BnBBuddy Stupendous Home In Shalimar Bagh,New Delhi,"32,130","32,130",Review score,1.0,1,Two-Bedroom Apartment,Entire apartment • 2 bedrooms • 2 bathrooms • 167 m²2 double beds,,Free parking,No Metro,,10.6 km from centre,"1,607"
Hotel O The Amor INN,"Rohini, New Delhi","14,897","14,897",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.5 km from centre,"1,051"
Hotel O JPS Aaradhya stay,"Dwarka, New Delhi","5,013","7,958",,0.0,0,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,18.6 km from centre,557
AB Properties,"South Delhi, New Delhi","18,900","18,900",,0.0,0,Double Room,1 double bed,,Free parking,No Metro,,19.6 km from centre,945
Hotel O rudra paradise,"North Delhi, New Delhi","8,039","12,760",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,18.8 km from centre,708
Tapeshwar Heights Ha,"Dwarka, New Delhi","50,396","50,396",,0.0,0,Apartment,"Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 110 m²6 beds (3 doubles, 3 large doubles)",,Free parking,No Metro,,19.3 km from centre,Includes
Super cozy stylish house,New Delhi,"26,400","33,000",,0.0,0,One-Bedroom Apartment,"Entire apartment • 1 bedroom • 2 bathrooms2 beds (1 double, 1 large double)",,Free parking,No Metro,No prepayment needed – pay at the property,12.4 km from centre,"1,320"
Culture Apartment,New Delhi,"24,000","30,000",,0.0,0,Two-Bedroom Apartment,Entire apartment • 2 bedrooms • 2 bathrooms • 80 m²2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,14 km from centre,"1,200"
Lembord Inn,"Paharganj, New Delhi (Chandni Chowk)","8,697","17,394",,0.0,0,Standard Triple Room,"2 beds (1 single, 1 extra-large double)",,,No Metro,Free cancellation,1.2 km from centre,435
very close to the airport 2km,New Delhi,"14,592","18,240",,0.0,0,Three-Bedroom Apartment,"Entire apartment • 1 bedroom • 1 living room • 3 bathrooms2 beds (1 extra-large double, 1 sofa bed)",,Free parking,No Metro,No prepayment needed – pay at the property,15 km from centre,730
Hotel Star House - Paharganj,"Paharganj, New Delhi (Chandni Chowk)","11,515","14,394",,0.0,0,Twin Room with Bathroom,"2 beds (1 single, 1 double)",,,No Metro,,0.9 km from centre,576
SPOT ON A Square Residency,"South Delhi, New Delhi","9,066","9,066",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.5 km from centre,759
Kuber plaza,"Mahipalpur, New Delhi","11,136","11,136",,0.0,0,Double Room,"10 beds (1 single, 2 doubles, 4 extra-large doubles, 3 large doubles)",,Swimming pool,No Metro,Free cancellation,13.4 km from centre,557
Super OYO Townhouse Anmol Residency,"South Delhi, New Delhi","5,809","9,220",Review score,1.0,2,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.2 km from centre,596
The Paramont Plaza IGI Airport New Delhi,"Aerocity, New Delhi (Aerocity)","16,196","21,595",Good,7.7,50,Classic Triple Room,3 single beds,,,Metro access,Free cancellation,13.3 km from centre,810
Hotel O Kushwaha Palace,New Delhi,"5,970","9,185",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,18.3 km from centre,605
Hotel RIVERB,"South Delhi, New Delhi","23,100","23,100",Review score,5.3,6,Superior Double Room,1 extra-large double bed,,Free parking,No Metro,No prepayment needed – pay at the property,18.8 km from centre,"1,155"
Yashobhoomi Park Blue- Kapashera,"South West, New Delhi","52,407","65,509",,0.0,0,Deluxe Double or Twin Room,2 double beds,,Free parking,No Metro,No prepayment needed – pay at the property,18.3 km from centre,"2,620"
ibis New Delhi Aerocity - An Accor Brand,"Aerocity, New Delhi (Aerocity)","93,790","93,790",Review score,6.9,"7,358",Standard Queen Room,2 large double beds,,Swimming pool,Metro access,,13.4 km from centre,"16,882"
Royal Grand villa Near Delhi Airport,"Mahipalpur, New Delhi","14,104","14,104",Exceptional,10.0,1,Deluxe Double Room,2 double beds,,Hot tub/Jacuzzi,No Metro,Free cancellation,14.5 km from centre,705
Hotel Jageer Palace At Mayapuri,New Delhi,"72,787","181,966",Review score,1.0,1,Deluxe King Room,4 double beds,,Bar,Metro access,Free cancellation,9 km from centre,"3,639"
Hotel Geet Deluxe at New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","25,629","32,036",Superb,9.0,22,Deluxe Double Room,2 double beds,,,No Metro,Free cancellation,1.3 km from centre,"1,281"
"Hotel Samrat, New Delhi","Chanakyapuri, New Delhi","105,992","105,992",Review score,5.9,458,Executive Deluxe Room,4 single beds,Breakfast included,Free parking,No Metro,,4.9 km from centre,"19,079"
"Round D Clock, IGI Airport",New Delhi,"40,200","40,200",Good,7.8,8,Single Bed in Dormitory Room,Bed in dormitory1 single bed,,,No Metro,Free cancellation,14.7 km from centre,"2,010"
Zostel Delhi,"Paharganj, New Delhi (Chandni Chowk)","26,058","26,058",Very good,8.0,"1,233",Bed in 6-Bed Female Dormitory Room,Bed in dormitory • 20 m²1 bunk bed,,,No Metro,No prepayment needed – pay at the property,1.3 km from centre,"1,303"
Two Green Park,New Delhi,"80,000","80,000",Superb,9.3,206,Deluxe Double Room with Balcony,2 extra-large double beds,Breakfast included,Free parking,Metro access,,8.4 km from centre,"4,000"
Grand Golden plaza near IGI airport,"Mahipalpur, New Delhi","10,424","17,089",Exceptional,10.0,5,Double Room,2 double beds,,Free parking,No Metro,Free cancellation,14.5 km from centre,521
Jaypee Siddharth,"West Delhi, New Delhi","155,788","155,788",Review score,6.6,607,Premium Room,Choice of beds: large double or singles,,Hot tub/Jacuzzi,Metro access,,4.7 km from centre,"28,042"
Novotel New Delhi City Centre,"Central Delhi, New Delhi","122,200","122,200",Very good,8.4,273,Standard Deluxe Twin Room,4 single beds,,Swimming pool,No Metro,,2 km from centre,"21,996"
Newly Built Gold The Royal With Rooftop Restaurant - 2Mins Walk From New Delhi Rail Station & 5Mins from Connaught Place,"Paharganj, New Delhi (Chandni Chowk)","67,088","111,814",Fabulous,8.7,808,Executive Suite With Window,2 large double beds,,Hot tub/Jacuzzi,No Metro,Free cancellation,1 km from centre,"3,354"
"Red Fox by Lemon Tree Hotels, East Delhi","East Delhi, New Delhi","53,807","59,786",Good,7.1,47,Superior Princess Room,1 single bed,,Free parking,No Metro,,11.2 km from centre,"8,717"
Hotel Prince Palace (The Green),"Paharganj, New Delhi (Chandni Chowk)","10,400","10,400",Review score,4.3,436,Budget Double Room,4 single beds,,,Metro access,Free cancellation,1.3 km from centre,520
Hotel The Fazar Residency,New Delhi,"19,200","19,200",Review score,6.3,9,Double Room,"18 beds (8 singles, 2 doubles, 2 extra-large doubles, 6 large doubles)",,Free parking,No Metro,No prepayment needed – pay at the property,5.3 km from centre,960
JHouse near Bhikaji,New Delhi,"25,855","25,855",Very good,8.5,769,Bed in 10-Bed Mixed Dormitory Room,Bed in dormitory • 34 m²1 bunk bed,,,No Metro,No prepayment needed – pay at the property,8.5 km from centre,"1,293"
Saltstayz Autograph - Connaught Place,"Connaught Place, New Delhi","131,839","223,457",Good,7.8,353,Premium Room with Bathtub and City View,Private suite • 29 m²1 large double bed,,,Metro access,Free cancellation,,"23,731"
Bed & Chai Guesthouse,"Greater Kailash 1, New Delhi","29,315","32,572",Good,7.5,253,Superior Double Room,2 double beds,,,No Metro,,9.8 km from centre,"1,466"
Townhouse Rudra Inn Near Chhatarpur Metro Station,"Chattarpur, New Delhi","13,432","21,320",Review score,4.2,61,Standard Double Room,2 large double beds,Breakfast included,,No Metro,Free cancellation,15.3 km from centre,"1,182"
Spira Supernova,New Delhi,"56,518","56,518",Fabulous,8.9,66,One-Bedroom Apartment,2 entire apartments • 2 bedrooms • 2 bathrooms • 2 kitchens2 double beds,,,Metro access,,13.4 km from centre,"2,826"
"The Connaught, New Delhi- IHCL SeleQtions","Connaught Place, New Delhi","177,896","177,896",Fabulous,8.8,"2,497","Superior Room, King Bed, City View, 10% disc on food and soft beverage Happy hours (one plus one) from 17:30hrs to 19:30hrs  (except on 14th February)",2 extra-large double beds,,Swimming pool,Metro access,,1 km from centre,"32,021"
Novotel New Delhi Aerocity,"Aerocity, New Delhi (Aerocity)","160,000","160,000",Good,7.9,"3,034",Premier King Room,1 double bed,,Swimming pool,No Metro,No prepayment needed – pay at the property,13.3 km from centre,"28,800"
The New Grand Villa Near IGI Airport,"Mahipalpur, New Delhi","18,629","30,540",Exceptional,10.0,6,Double Room,2 double beds,,Hot tub/Jacuzzi,No Metro,Free cancellation,13.8 km from centre,931
Hotel Sehej Continental At Karol Bagh,"Karol bagh, New Delhi","16,800","84,000",Good,7.2,51,Deluxe King Room,2 large double beds,,,No Metro,Free cancellation,3.7 km from centre,840
Hotel Grand Arcasia Dilshad Garden,New Delhi,"15,960","22,800",Review score,4.8,5,Deluxe Double Room,2 double beds,,Free parking,No Metro,Free cancellation,11.5 km from centre,798
Qotel Comfort Chattarpur - Near Chattarpur Metro,"Chattarpur, New Delhi","38,309","60,520",Good,7.6,163,Deluxe Double Room,2 extra-large double beds,,Free parking,No Metro,Free cancellation,15.7 km from centre,"1,915"
Ginger East Delhi,New Delhi,"40,188","40,188",Good,7.5,546,Smart Saver Room,1 single bed,,Free parking,No Metro,,8.6 km from centre,"2,009"
Brampurta inn Near New Delhi Railway Station and Rk Ashram Metro Station,"Paharganj, New Delhi (Chandni Chowk)","8,460","8,460",Review score,3.0,3,Double Room,2 double beds,,,No Metro,Free cancellation,1.4 km from centre,423
Golden villa near Delhi Airport,"Mahipalpur, New Delhi","11,919","16,788",Exceptional,10.0,4,Double Room with Balcony,2 double beds,,Free parking,No Metro,Free cancellation,14.5 km from centre,596
Hotel Downtown by Quadis - East of Kailash,New Delhi,"33,450","48,478",Good,7.1,37,Double Room,2 double beds,,Free parking,No Metro,Free cancellation,8.8 km from centre,"1,673"
The Park New Delhi,"Connaught Place, New Delhi","179,590","179,590",Review score,6.5,"1,326",Luxury Room,2 large double beds,Breakfast included,Swimming pool,Metro access,,0.9 km from centre,"32,326"
New Royal Hotel Just Near Old Delhi Railway Station And Chandni Chowk,"Chandni Chowk, New Delhi (Chandni Chowk)","18,954","31,590",Review score,5.0,10,Deluxe Double Room,2 double beds,,Free parking,No Metro,Free cancellation,2.9 km from centre,948
