hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
Hotel Landmark Inn,"Karol bagh, New Delhi",18240,18240,N/A,0.0,0,Double Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,912
Hotel,"Paharganj, New Delhi (Chandni Chowk)",24225,24225,N/A,0.0,0,King Room,2 large double beds,N/A,N/A,No Metro,Free cancellation,N/A,1211
OYO 75351 Hotel Moon Palace dx,"Paharganj, New Delhi (Chandni Chowk)",13191,13191,Review score,1.0,2,Classic Triple Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,1042
The Vanson Delite,"Paharganj, New Delhi (Chandni Chowk)",72000,72000,N/A,0.0,0,Luxury Triple Room,"2 beds (1 single, 1 extra-large double)",N/A,N/A,No Metro,Free cancellation,N/A,12960
Hotel O Hotel Excellency,"Paharganj, New Delhi (Chandni Chowk)",19954,30699,N/A,0.0,0,Standard Double Room,2 extra-large double beds,N/A,N/A,No Metro,Free cancellation,N/A,1227
Godinn guest house paharganj,"Paharganj, New Delhi (Chandni Chowk)",51300,51300,N/A,0.0,0,Deluxe Double Room,2 large double beds,N/A,N/A,Metro access,No prepayment needed – pay at the property,N/A,2565
OYO 80017 Pk Plaza,"Paharganj, New Delhi (Chandni Chowk)",7945,7945,N/A,0.0,0,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,N/A,703
Hotel Le Walnut near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",17089,17089,N/A,0.0,0,Double Room with Private Bathroom,2 large double beds,N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,854
Hotel LUVKUSH International,"Paharganj, New Delhi (Chandni Chowk)",21600,21600,N/A,0.0,0,Double Room,3 single beds,N/A,N/A,Metro access,No prepayment needed – pay at the property,N/A,1080
Hotel Gauranga Inn - New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",13668,22780,Review score,5.4,5,Deluxe Room,1 double bed,N/A,Free parking,No Metro,N/A,N/A,683
Fortune by guruji hospitality,"Central Delhi, New Delhi",22788,22788,N/A,0.0,0,Deluxe Room,2 extra-large double beds,Breakfast included,Free parking,No Metro,Free cancellation,N/A,1139
Fiaa- GARNET 3BHK,"Dariyaganj, New Delhi (Chandni Chowk)",57600,57600,Review score,1.0,1,Apartment,"Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 148 m²5 beds (1 double, 1 extra-large double, 2 sofa beds, 1 large double)",N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,10368
FabHotel KG Palace,"Paharganj, New Delhi (Chandni Chowk)",15101,32129,N/A,0.0,0,Deluxe Room,2 double beds,N/A,Free parking,Metro access,No prepayment needed – pay at the property,N/A,755
Hotel O Double RR,"Paharganj, New Delhi (Chandni Chowk)",7259,11522,Review score,2.5,4,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,N/A,707
Hotel Moon - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",12869,16087,N/A,0.0,0,Double Room,3 single beds,N/A,N/A,No Metro,N/A,N/A,643
LE Cashew Near New Delhi Railway station,"Paharganj, New Delhi (Chandni Chowk)",13602,22669,N/A,0.0,0,Double Room,2 extra-large double beds,N/A,Free parking,No Metro,N/A,N/A,680
Revels,"Paharganj, New Delhi (Chandni Chowk)",19188,19188,N/A,0.0,0,Double Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,959
Green Tree,"Paharganj, New Delhi (Chandni Chowk)",10788,10788,N/A,0.0,0,Double Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,539
Lembord Inn,"Paharganj, New Delhi (Chandni Chowk)",8397,16794,N/A,0.0,0,Standard Triple Room,"2 beds (1 single, 1 extra-large double)",N/A,N/A,No Metro,Free cancellation,N/A,420
MK Residency,"Paharganj, New Delhi (Chandni Chowk)",8630,10788,N/A,0.0,0,Double Room,2 double beds,N/A,N/A,No Metro,No prepayment needed – pay at the property,N/A,432
Star Mount - Paharganj,New Delhi,14386,17982,N/A,0.0,0,Double Room,3 single beds,N/A,N/A,Metro access,No prepayment needed – pay at the property,N/A,719
Hotel Star House - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",11515,14394,N/A,0.0,0,Twin Room with Bathroom,"2 beds (1 single, 1 double)",N/A,N/A,No Metro,N/A,N/A,576
Gupta Guest House,"Chandni Chowk, New Delhi (Chandni Chowk)",14035,28069,N/A,0.0,0,Double Room,2 extra-large double beds,N/A,N/A,Metro access,N/A,N/A,702
Perfect Home,"Paharganj, New Delhi (Chandni Chowk)",8631,10789,N/A,0.0,0,Double Room,2 double beds,N/A,N/A,No Metro,N/A,N/A,432
Hotel Galaxy Inn,"Paharganj, New Delhi (Chandni Chowk)",12306,20509,N/A,0.0,0,Double Room,2 extra-large double beds,N/A,N/A,No Metro,Free cancellation,N/A,615
FlexiBay Coed Hostel North Campus,"Central Delhi, New Delhi",19200,19200,N/A,0.0,0,Double Room,2 double beds,N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,960
Happy In- Laxmi Nagar,"East Delhi, Jāmb",14393,23988,Good,7.9,15,Double Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,720
Hotel Sainik Farmstay,"Chanakyapuri, Jāmb",10359,12949,N/A,0.0,0,Deluxe Double Room (2 Adults + 1 Child),2 double beds • Free cot always available,N/A,Airport shuttle (free),No Metro,Free cancellation,N/A,518
"The Ashok, New Delhi","Chanakyapuri, New Delhi",91375,91375,Review score,6.0,"1,795",Executive Room,1 large double bed,Breakfast included,Free parking,No Metro,N/A,N/A,16448
Hotel Jageer Palace At Mayapuri,New Delhi,72787,181966,Review score,1.0,1,Deluxe King Room,4 double beds,N/A,Bar,Metro access,Free cancellation,N/A,3639
"Hotel Samrat, New Delhi","Chanakyapuri, New Delhi",105992,105992,Review score,5.9,458,Executive Deluxe Room,4 single beds,Breakfast included,Free parking,No Metro,N/A,N/A,19079
The Leela Ambience Convention Hotel Delhi,New Delhi,87300,87300,Fabulous,8.7,"2,039",Executive Premier- Twin Room,2 single beds,N/A,Swimming pool,No Metro,N/A,N/A,18289
The Leela Palace New Delhi,New Delhi,336000,336000,Superb,9.4,"1,959",Run Of The House,"2 beds (1 single, 1 extra-large double)",Breakfast included,Swimming pool,No Metro,N/A,N/A,60480
"Ambassador, New Delhi - IHCL SeleQtions",New Delhi,128498,128498,Very good,8.0,"1,125","Executive Room Double Bed with Breakfast, 15% off on Food and Soft Beverages, Happy Hours (Buy 1 & Get 1) on select menu at InSomnia",1 double bed,N/A,Free parking,Metro access,N/A,N/A,23130
"Hotel La Sagrita,Sunder Nagar","Sundar Nagar, New Delhi",59600,59600,Good,7.2,208,Premium Double or Twin Room,Beds: 1 double or 2 singles,N/A,Free parking,No Metro,N/A,N/A,10728
"Fortune Park, East Delhi - Member ITC Hotels' Group",New Delhi,80500,80500,Very good,8.5,104,"Executive Suite, 20% off on Spa session","Private suite • 1 bedroom • 1 living room • 2 bathrooms • 52 m²2 beds (1 extra-large double, 1 sofa bed)",N/A,Free parking,No Metro,N/A,N/A,14490
Jaypee Siddharth,"West Delhi, New Delhi",155788,155788,Review score,6.6,607,Premium Room,Choice of beds: large double or singles,N/A,Hot tub/Jacuzzi,Metro access,N/A,N/A,28042
The Aziz Residency,New Delhi,11853,11853,Good,7.4,96,Double Room,1 double bed,N/A,Airport shuttle (free),No Metro,N/A,N/A,593
Hotel The Fazar Residency,New Delhi,19200,19200,Review score,6.3,9,Double Room,"18 beds (8 singles, 2 doubles, 2 extra-large doubles, 6 large doubles)",N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,960
"Ginger Delhi, Chanakyapuri","Chanakyapuri, New Delhi",65794,65794,Good,7.7,120,Deluxe Double Room with Balcony,1 large double bed,N/A,Free parking,No Metro,N/A,N/A,11843
Joey's Hostel Delhi,"East Delhi, New Delhi",13906,17382,Very good,8.4,"1,390",Bed in 10-Bed Mixed Dormitory Room,3 beds in dormitories3 bunk beds,Breakfast included,N/A,Metro access,N/A,N/A,695
The Lodhi – A member of The Leading Hotels Of The World,New Delhi,5382000,5382000,Superb,9.0,383,"Sultan Suite with  Happy Hours at Safari Lounge 5 to 7 pm, Buy 01 drink and get another drink complimentary (spirits), 1200 spa credit per booking",Private suite • 2 bedrooms • 1 living room • 2 bathrooms • 409 m²2 large double beds,N/A,Swimming pool,No Metro,N/A,N/A,968760
"Taj Palace, New Delhi","Chanakyapuri, New Delhi",214878,214878,Fabulous,8.8,"2,123",Taj Club Room King Bed Forest and Pool View,Private suite1 extra-large double bed,Breakfast included,Swimming pool,No Metro,N/A,N/A,38678
Collection O Near Kohat Enclave Metro Station,New Delhi,10809,17157,Good,7.9,32,Classic Triple Room,1 large double bed,N/A,Free parking,Metro access,Free cancellation,N/A,693
Park Plaza Shahdara,New Delhi,49000,49000,Very good,8.3,574,Deluxe Double or Twin Room,Beds: 1 double or 2 singles,N/A,Swimming pool,No Metro,N/A,N/A,8820
Cozy Inn Hostel,"East Delhi, New Delhi",7799,7799,Good,7.7,135,Bunk Bed in Male Dormitory Room,3 beds in dormitories3 bunk beds,N/A,N/A,Metro access,Free cancellation,N/A,390
The Oberoi New Delhi,New Delhi,409000,409000,Exceptional,9.6,719,Luxury Room With Golf Course Or Landmark View,2 extra-large double beds,N/A,Swimming pool,No Metro,N/A,N/A,73620
"ITC Maurya, a Luxury Collection Hotel, New Delhi","Chanakyapuri, New Delhi",171000,171000,Very good,8.3,878,"Towers Room, Concierge level, Larger Guest room with complimentary lounge access, 1 King",1 extra-large double bed,Breakfast included,Swimming pool,No Metro,No prepayment needed – pay at the property,N/A,30780
Ginger East Delhi,New Delhi,40188,40188,Good,7.5,546,Smart Saver Room,1 single bed,N/A,Free parking,No Metro,N/A,N/A,2009
"Taj Mahal, New Delhi",New Delhi,172570,172570,Superb,9.3,"1,396",Luxury Room City View Twin,1 single bed,Breakfast included,Swimming pool,No Metro,No prepayment needed – pay at the property,N/A,31063
Hotel Moon Chanakyapuri Satya Niketan- Couple Friendly,New Delhi,6294,6294,Review score,4.3,172,Standard Double Room,"2 beds (1 double, 1 extra-large double)",N/A,N/A,Metro access,Free cancellation,N/A,315
The Super Residency - Near Nizamuddin Markaz & Auliya Dargha,New Delhi,13400,13400,Review score,4.8,19,Triple Room,"3 beds (1 single, 2 doubles)",N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,670
The Claridges New Delhi,New Delhi,176445,176445,Fabulous,8.6,635,Luxury King Bed Room,Private suite1 extra-large double bed,N/A,Swimming pool,No Metro,N/A,N/A,31760
Majesta stays pitampura,New Delhi,23605,47210,Review score,4.8,6,Deluxe Double Room,1 large double bed,N/A,Free parking,No Metro,Free cancellation,N/A,1180
Hotel O J P Inn Near Patel Nagar Metro Station,"West Delhi, New Delhi",14787,23471,Review score,5.2,48,Classic Triple Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,1160
Park Inn by Radisson New Delhi IP Extension,"Patparganj, New Delhi",103200,103200,Good,7.2,404,Junior Suite,Private suite1 double bed,N/A,Free parking,Metro access,N/A,N/A,18576
Hometown Hospitality - Walking Distance From Nizamuddin Railway Station,New Delhi,15724,22788,Review score,5.7,58,Deluxe Double Room,2 double beds,N/A,N/A,Metro access,Free cancellation,N/A,786
Hotel Nizamuddin Fab,New Delhi,7782,7782,Review score,5.6,25,Deluxe Double Room with Balcony,Multiple bed types,N/A,Free parking,No Metro,Free cancellation,N/A,389
Best Western Maharani Bagh New Delhi,"New Friends Colony, New Delhi",58694,58694,Very good,8.2,284,Premium Queen Room - Non-Smoking,1 large double bed,Breakfast included,Free parking,No Metro,N/A,N/A,10565
Four Fox Hotel --Near Anand Vihar Terminal,"East Delhi, Jāmb",21600,21600,N/A,0.0,0,Deluxe Double Room,2 large double beds,N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,1080
Super Townhouse Patparganj Near Max Super Speciality Hospital,"Patparganj, New Delhi",14863,23592,Very good,8.4,75,Classic Triple Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,751
Super Hotel O Ramesh Nagar Metro Station Formerly Rosewood,"West Delhi, New Delhi",7960,12635,Review score,5.3,3,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,N/A,704
"Saltstayz Premier - Naraina, Central Delhi",New Delhi,64173,97232,Good,7.9,66,Deluxe Twin Room,4 single beds,N/A,Free parking,Metro access,Free cancellation,N/A,3209
Qotel Comfort IP Residency East Delhi Preet Vihar,New Delhi,42594,60848,Good,7.4,132,Superior Double Room,2 extra-large double beds,N/A,Free parking,Metro access,Free cancellation,N/A,2130
Treebo Twin Tree,New Delhi,26857,72587,Review score,6.1,42,Standard Double Room,Choice of beds: extra-large double or singles,N/A,Free parking,Metro access,No prepayment needed – pay at the property,N/A,1343
FabHotel Pitampura,New Delhi,32743,69665,Good,7.0,131,Deluxe Room,2 large double beds,N/A,N/A,No Metro,N/A,N/A,1637
Hotel South Ex Residency - South Ex near AIIMS Delhi - Couple Friendly,New Delhi,52247,80380,Good,7.4,214,Double Room with Balcony,2 double beds,N/A,Free parking,Metro access,No prepayment needed – pay at the property,N/A,2732
Hotel Satwah Home Stay Just 10 Minute Away From Nizamuddin Railway Station,New Delhi,34705,63100,Very good,8.0,317,Family Suite,1 double bed,N/A,N/A,No Metro,Free cancellation,N/A,1735
Hotel Mannat Green Near Naraina Vihar Metro Station,New Delhi,48718,243592,Good,7.4,57,Deluxe King Room,2 extra-large double beds,N/A,Free parking,Metro access,N/A,N/A,2436
Hotel Picasso Residency Naraina Delhi - Couple Friendly Local IDs Accepted,New Delhi,16531,20664,Review score,6.9,47,Deluxe Room,1 large double bed,Breakfast included,Free parking,No Metro,Free cancellation,N/A,827
Family Hotel Near Hazrat Nizamuddin Railway Station,New Delhi,11756,16794,N/A,0.0,0,Classic Triple Room,"2 beds (1 single, 1 double)",N/A,Free parking,Metro access,Free cancellation,N/A,588
Embassy Suites,"Chanakyapuri, New Delhi",30000,30000,Review score,4.6,70,Deluxe King Room,"2 beds (1 extra-large double, 1 futon)",N/A,Free parking,No Metro,Free cancellation,N/A,1500
CR Residency - Near Us Embassy Chanakyapuri,"Chanakyapuri, New Delhi",17978,23970,Good,7.4,9,Deluxe Double Room with Shower,2 double beds,N/A,Free parking,No Metro,Free cancellation,N/A,899
Prime Hotel - 2 Mins From Durgabai Deshmukh South Campus Metro,New Delhi,9111,11389,Review score,4.6,53,Double Room,2 double beds,Breakfast included,Bar,Metro access,Free cancellation,N/A,456
Hotel Krone Plaza New Delhi,"Chanakyapuri, New Delhi",9910,28315,Very good,8.5,19,Superior King Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,N/A,496
Hotel Deep Residency,New Delhi,6625,6625,Review score,1.0,1,Bed in 4-Bed Dormitory Room,Bed in dormitory4 single beds,Breakfast included,N/A,No Metro,No prepayment needed – pay at the property,N/A,331
Super Townhouse Preet Vihar Metro Station,"East Delhi, New Delhi",27497,43645,Good,7.5,25,Standard Double Room,2 large double beds,N/A,N/A,Metro access,Free cancellation,N/A,1681
Divine Inn Hotel Near Rajouri Garden Main Market,"West Delhi, New Delhi",12292,57174,Very good,8.5,123,Standard Queen Room,1 extra-large double bed,N/A,N/A,No Metro,N/A,N/A,615
Qotel Comfort Golden Saffron Punjabi Bagh New Delhi,"West Delhi, New Delhi",35625,56368,Very good,8.5,397,Deluxe Double Room,2 extra-large double beds,N/A,N/A,Metro access,Free cancellation,N/A,1781
Hotel The Caves New delhi,"Chanakyapuri, New Delhi",11326,28315,Good,7.8,53,Family Room,"2 beds (1 single, 1 extra-large double) • Free cot always available",Breakfast included,Airport shuttle (free),No Metro,Free cancellation,N/A,566
Hotel Devise Residency,New Delhi,22788,22788,N/A,0.0,0,Double Room,24 double beds,N/A,Free parking,No Metro,Free cancellation,N/A,1139
Hotel Preet Palace -5 Mints Walk From Nizamuddin Railway Station,New Delhi,21780,39600,Good,7.5,563,Executive Triple Room,"3 beds (2 doubles, 1 futon)",N/A,Free parking,No Metro,Free cancellation,N/A,1089
"The Roop Mahal, hotel,","East Delhi, New Delhi",22788,22788,N/A,0.0,0,Standard Queen Room,"40 beds (20 doubles, 20 large doubles)",N/A,Free parking,Metro access,Free cancellation,N/A,1139
FabHotel Nirvana Residency,"East Delhi, New Delhi",24037,51143,Good,7.4,32,Superior Double Room,1 large double bed,N/A,N/A,No Metro,N/A,N/A,1508
Via Jeet Stays,New Delhi,14589,28055,Review score,5.2,19,Deluxe Room,2 double beds,N/A,N/A,Metro access,N/A,N/A,1035
Super Hotel O HOTEL SHYAM RESIDENCY,"East Delhi, New Delhi",6439,10221,Review score,4.5,57,Classic Triple Room,1 large double bed,N/A,N/A,Metro access,N/A,N/A,526
Hotel Preet Inn 05 Mints Walking Distance Nizamuddin Railway Station,New Delhi,21340,38800,Good,7.9,224,Executive Triple Room,"2 beds (1 double, 1 bunk bed)",N/A,N/A,No Metro,Free cancellation,N/A,1067
FabHotel Mona Continental - Nr Laxmi Nagar IT Hub,"East Delhi, New Delhi",27491,58491,Very good,8.0,67,Deluxe Room,2 double beds,N/A,Free parking,No Metro,N/A,N/A,1681
Shri Sai Guest House - Opp Azadpur Main Mandi I Couple Friendly I Metro Access,"North Delhi, New Delhi",8708,28091,Very good,8.5,6,Deluxe Double Room,2 extra-large double beds,N/A,Free parking,Metro access,Free cancellation,N/A,435
Hotel Satwah Palace 10 Minute Away Distance Nizamuddin Railway Station,New Delhi,31790,57800,Very good,8.0,75,Family Room,1 double bed,N/A,N/A,No Metro,Free cancellation,N/A,1590
"Rainbow Inn - Opp Azadpur Main Mandi, Just Steps from the Metro - A Cozy Spot for Couples !","North Delhi, New Delhi",8530,30463,Exceptional,10,4,Double Room,2 large double beds,N/A,Free parking,No Metro,N/A,N/A,426
Hotel GD Marina New Delhi,"Chanakyapuri, New Delhi",9406,23515,Very good,8.4,21,Superior King Room,1 extra-large double bed • Free cot always available,N/A,Airport shuttle (free),No Metro,Free cancellation,N/A,470
Hotel Tark Plaza New Delhi,"Chanakyapuri, New Delhi",9406,26875,Fabulous,8.9,19,Superior King Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,N/A,470
Collection O IP Extension,"Patparganj, New Delhi",13514,21452,Fabulous,8.8,63,Classic Triple Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,681
Via La Serene,"East Delhi, New Delhi",33522,64465,Review score,6.9,144,Deluxe Room,2 double beds,N/A,N/A,No Metro,No prepayment needed – pay at the property,N/A,1856
IP Royal Hotel - New Delhi,New Delhi,84868,121240,Good,7.6,373,Deluxe Double Room,1 large double bed,N/A,Free parking,No Metro,Free cancellation,N/A,15276
Super Hotel O Blissbourn,New Delhi,6888,10933,Review score,4.2,46,Classic Triple Room,1 extra-large double bed,N/A,N/A,Metro access,Free cancellation,N/A,765
Townhouse Jp Grand Near Mayapuri Chowk,New Delhi,10976,17423,Review score,6.9,73,Classic Triple Room,1 large double bed,N/A,Free parking,Metro access,Free cancellation,N/A,753
Tom stay - 10 min Walking Distance Nizamuddin Railway Station,New Delhi,11700,11700,Review score,4.0,18,Budget Double Room,1 single bed,N/A,Free parking,No Metro,Free cancellation,N/A,585
Saltstayz Select - Pitampura,New Delhi,42015,80798,Very good,8.1,59,Deluxe Room,2 large double beds,N/A,Free parking,No Metro,Free cancellation,N/A,2101
Hotel Royal Saffron by Majesta Stays,"West Delhi, New Delhi",46895,62527,Good,7.2,5,Standard Double Room,1 extra-large double bed,N/A,Free parking,No Metro,Free cancellation,N/A,8441
Cassava Stay,"West Delhi, New Delhi",27324,27324,Superb,9.1,9,Double Room with Balcony,"2 beds (1 double, 1 large double)",Breakfast included,Free parking,Metro access,N/A,N/A,1366
Hotel Kaushambi Grand Near Kaushambi Metro Station,Ghaziabad,38220,109200,Review score,4.3,7,Deluxe Room,2 double beds,N/A,N/A,Metro access,N/A,N/A,1911
Via Luxury Inn Adarsh Nagar,"North Delhi, New Delhi",21221,40810,Good,7.2,14,Deluxe Room,2 double beds,N/A,Free parking,Metro access,N/A,N/A,1061
"Hotel Angel Pink The Premium Rooms, Kaushambi Delhi",Ghaziabad,40318,100795,Review score,5.9,14,Suite,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 219 m²3 beds (1 sofa bed, 2 large doubles)",N/A,N/A,No Metro,N/A,N/A,2016
Back Stayz Delhi,"West Delhi, New Delhi",13841,13841,Good,7.7,20,Bed in 4-Bed Mixed Dormitory Room,Bed in dormitory • 10 m²1 bunk bed,N/A,Free parking,Metro access,N/A,N/A,692
Treebo The Kings Plaza,New Delhi,17690,47810,Review score,6.4,14,Standard Double Room,1 extra-large double bed,N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,884
HOTEL THE LAZEEZ,New Delhi,19391,19391,Good,7.8,255,Small Double Room,2 double beds,N/A,Free parking,No Metro,N/A,N/A,970
Super Collection O Karkardooma Court Metro Station Formerly Hotel Lotus,"East Delhi, New Delhi",11360,18032,Review score,6.1,13,Classic Triple Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,874
Capital O Hotel Moody Inn,"East Delhi, New Delhi",6537,10377,Review score,2.9,39,Classic Triple Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,531
FabHotel F9 NSP,New Delhi,21979,46763,Good,7.3,81,Deluxe Room,2 double beds,N/A,N/A,Metro access,N/A,N/A,1099
Via Seven Heaven,New Delhi,16586,35290,Review score,5.8,17,Deluxe Room,2 double beds,N/A,Free parking,No Metro,N/A,N/A,1212
Mauryan Elite Hotel Lajpat Nager,New Delhi,17814,32389,Review score,6.8,67,Standard Double Room,2 double beds,N/A,Free parking,No Metro,Free cancellation,N/A,891
Kings Court Hotel Pitampura,New Delhi,13565,13842,Superb,9.0,20,Deluxe Queen Room,"4 beds (2 doubles, 2 extra-large doubles)",N/A,Free parking,No Metro,N/A,N/A,678
Hotel Maharaja Inn - Lajpat Nagar I,New Delhi,15546,25909,Review score,3.0,9,Double Room,2 double beds,N/A,Hot tub/Jacuzzi,No Metro,N/A,N/A,777
Super Townhouse Jhilmil Metro Station Formerly Legacy Residency,New Delhi,9998,15871,N/A,0.0,0,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,N/A,806
Hotel TEJ Plaza Near IGI Airport Delhi,"Chanakyapuri, New Delhi",13227,26455,Exceptional,10,5,Superior King Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,N/A,661
Hotel Maharaja Inn By The Premium Villa,New Delhi,27530,27530,Review score,4.3,24,Double Room,2 double beds,N/A,Free parking,No Metro,Free cancellation,N/A,1377
Hotel O Unique Delhi Home Stay,New Delhi,5672,9003,Review score,2.0,44,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,N/A,704
Ashu Villa,New Delhi,13770,13770,Good,7.0,6,Deluxe Quadruple Room,2 large double beds,N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,689
FlexiBay-Girls Hostel North Delhi,"North Delhi, New Delhi",13440,16800,Exceptional,10,2,Deluxe Triple Room,3 single beds,N/A,Free parking,No Metro,Free cancellation,N/A,672
"J60 Suites, Ashok Vihar - Near Netaji Subhash Place",New Delhi,46152,54297,Good,7.1,6,Queen Room,2 large double beds,N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,2308
Hotel Tela Plaza Near IGI Airport Delhi,"Chanakyapuri, New Delhi",11758,33594,Very good,8.1,19,Standard King Room,1 single bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,N/A,588
Collection O GGS Indraprastha University,New Delhi,11606,18422,Good,7.7,39,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,N/A,585
Treebo Mona Grand,"East Delhi, New Delhi",27151,73380,Review score,5.9,102,Standard Room,2 large double beds,N/A,N/A,No Metro,No prepayment needed – pay at the property,N/A,1358
Eleven Bed & Breakfast,New Delhi,61790,61790,Fabulous,8.9,162,Standard Double Room,1 double bed,Breakfast included,N/A,No Metro,N/A,N/A,11122
FabHotel Blue Moon Home Stay,New Delhi,39536,84119,Review score,5.8,32,Deluxe Room,1 double bed,N/A,N/A,Metro access,N/A,N/A,2193
"Hotel Le Heritage , Nizamudin Railway Station",New Delhi,22800,22800,Review score,3.1,17,Deluxe Queen Room with Two Queen Beds,"2 beds (1 double, 1 large double)",N/A,Free parking,No Metro,N/A,N/A,1140
Super Hotel JP Palace,New Delhi,17595,27929,Good,7.1,75,Classic Triple Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,1262
Neer Guest House,New Delhi,12771,17988,N/A,0.0,0,Double Room,2 double beds,N/A,Free parking,Metro access,No prepayment needed – pay at the property,N/A,639
Via Shri Sai DX,"North Delhi, New Delhi",15018,28880,Review score,6.3,19,Deluxe Room,2 large double beds,N/A,N/A,Metro access,N/A,N/A,751
FabHotel Kirti Nagar,"West Delhi, New Delhi",50807,108100,Very good,8.0,232,Deluxe Room,2 double beds,N/A,N/A,No Metro,No prepayment needed – pay at the property,N/A,2540
Hotel At Residency Kaushambi Couple Friendly,Ghaziabad,40320,57600,Good,7.5,152,Deluxe Room,2 double beds,N/A,Free parking,Metro access,Free cancellation,N/A,2016
Swastik residency Laxmi Nagar by Twamev,"East Delhi, New Delhi",28069,28069,Review score,5.7,8,Double Room with Private Bathroom,2 double beds,N/A,Free parking,Metro access,Free cancellation,N/A,1403
Super HOTEL O SMALL TOWN,"North Delhi, New Delhi",13201,20953,Review score,4.5,6,Standard Double Room,2 large double beds,N/A,N/A,Metro access,Free cancellation,N/A,966
Hotel The Rasa Near Welcome Metro Station,"East Delhi, New Delhi",54000,54000,Very good,8.2,91,Superior King Room,2 large double beds,N/A,Free parking,Metro access,Free cancellation,N/A,2700
Via The Lazeez,New Delhi,18537,39440,Good,7.7,105,Deluxe Room,2 double beds,N/A,N/A,No Metro,N/A,N/A,1287
Hotel Marina A Family Hotel Near IGI Airport Delhi,"Aerocity, New Delhi (Aerocity)",8285,23670,Review score,6.7,18,Deluxe Double Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,N/A,414
Hotel IP Residency East Delhi Preet Vihar Couple Freindly,New Delhi,33108,45984,Review score,5.0,104,Deluxe Double Room,2 extra-large double beds,N/A,Free parking,Metro access,Free cancellation,N/A,1655
Frazyone Hostel,"East Delhi, New Delhi",6840,6840,Review score,5.7,243,Bunk Bed in Mixed Dormitory Room,3 beds in dormitories3 single beds,N/A,N/A,Metro access,Free cancellation,N/A,342
"Hotel Angel Pink Residency Near EDM Mall, Kaushambi Delhi",Ghaziabad,112893,282232,Review score,6.4,7,Deluxe Room,2 double beds,N/A,N/A,Metro access,N/A,N/A,20321
FabHotel The Kailash Dev - Nr Adarsh Nagar Metro,"North Delhi, New Delhi",27125,52164,Very good,8.0,17,Superior Double Room,1 extra-large double bed,N/A,Free parking,Metro access,No prepayment needed – pay at the property,N/A,1356
Super Townhouse Johri Enclave Metro Station Formerly Second Home,New Delhi,8260,13111,Review score,6.9,12,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,N/A,617
